,HighAvailability,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-prod/providers/microsoft.compute/virtualmachines/rg-prod-app/providers/Microsoft.Advisor/recommendations/e76be915-eef6-9249-7cd5-2b02df9564a4,Medium,rg-prod-app,MICROSOFT.CLASSICCOMPUTE/VIRTUALMACHINES,2021-12-08 11:11:40,e76be915-eef6-9249-7cd5-2b02df9564a4,651c7925-17a3-42e5-85cd-73bd095cf27f,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-prod/providers/microsoft.compute/virtualmachines/rg-prod-app,,Enable Backups on your Virtual Machines,Enable Backups on your Virtual Machines,,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
,HighAvailability,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev/providers/microsoft.compute/virtualmachines/mongodb/providers/Microsoft.Advisor/recommendations/354a06ea-7a93-3079-5c4d-9871044915c1,Medium,mongodb,MICROSOFT.CLASSICCOMPUTE/VIRTUALMACHINES,2021-12-08 12:36:36,354a06ea-7a93-3079-5c4d-9871044915c1,651c7925-17a3-42e5-85cd-73bd095cf27f,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev/providers/microsoft.compute/virtualmachines/mongodb,,Enable Backups on your Virtual Machines,Enable Backups on your Virtual Machines,,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
,HighAvailability,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev/providers/microsoft.recoveryservices/vaults/myvmvault/providers/Microsoft.Advisor/recommendations/e497ccea-3330-9e84-b851-85f2bd4d0cbf,Medium,myvmvault,MICROSOFT.RECOVERYSERVICES/VAULTS,2021-12-08 10:42:32,e497ccea-3330-9e84-b851-85f2bd4d0cbf,9b1308f1-4c25-4347-a061-7cc5cd6a44ab,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev/providers/microsoft.recoveryservices/vaults/myvmvault,,Enable Cross Region Restore for your recovery Services Vault,Enable Cross Region Restore for your recovery Services Vault,,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
,HighAvailability,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-qa/providers/microsoft.compute/virtualmachines/rg-qa/providers/Microsoft.Advisor/recommendations/12dcd5b5-1225-8037-4d28-48c3afdaeffc,Medium,rg-qa,MICROSOFT.CLASSICCOMPUTE/VIRTUALMACHINES,2021-12-08 12:51:08,12dcd5b5-1225-8037-4d28-48c3afdaeffc,651c7925-17a3-42e5-85cd-73bd095cf27f,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-qa/providers/microsoft.compute/virtualmachines/rg-qa,,Enable Backups on your Virtual Machines,Enable Backups on your Virtual Machines,,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
1195afff-c881-495e-9bc5-1486211ae03f,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev/providers/microsoft.compute/virtualmachines/mongodb/providers/Microsoft.Advisor/recommendations/93f3162f-eddf-e642-cbab-949e06a95743,Low,mongodb,Microsoft.Compute/virtualMachines,2021-12-08 00:27:44,93f3162f-eddf-e642-cbab-949e06a95743,1195afff-c881-495e-9bc5-1486211ae03f,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev/providers/microsoft.compute/virtualmachines/mongodb,0,Machines should have vulnerability findings resolved,Machines should have vulnerability findings resolved,/subscriptions/00000000-0000-2222-0000-000000000000/resourceGroups/rg-dev/providers/Microsoft.Compute/virtualMachines/mongodb/providers/Microsoft.Security/assessments/1195afff-c881-495e-9bc5-1486211ae03f,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
1195afff-c881-495e-9bc5-1486211ae03f,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-qa/providers/microsoft.compute/virtualmachines/rg-qa/providers/Microsoft.Advisor/recommendations/3b17ca49-f2ba-c3be-f434-c0bf2e72dfcc,Low,rg-qa,Microsoft.Compute/virtualMachines,2021-12-08 00:27:44,3b17ca49-f2ba-c3be-f434-c0bf2e72dfcc,1195afff-c881-495e-9bc5-1486211ae03f,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-qa/providers/microsoft.compute/virtualmachines/rg-qa,0,Machines should have vulnerability findings resolved,Machines should have vulnerability findings resolved,/subscriptions/00000000-0000-2222-0000-000000000000/resourceGroups/rg-qa/providers/Microsoft.Compute/virtualMachines/rg-qa/providers/Microsoft.Security/assessments/1195afff-c881-495e-9bc5-1486211ae03f,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
13e7d036-6903-821c-6018-962938929bf0,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev2/providers/microsoft.containerregistry/registries/blxcontainerregistry/providers/Microsoft.Advisor/recommendations/5bf6839d-a139-bc3f-2e9e-7fecdb85b437,Medium,blxcontainerregistry,Microsoft.ContainerRegistry/registries,2021-12-08 00:27:55,5bf6839d-a139-bc3f-2e9e-7fecdb85b437,13e7d036-6903-821c-6018-962938929bf0,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev2/providers/microsoft.containerregistry/registries/blxcontainerregistry,0,Container registries should use private link,Container registries should use private link,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev2/providers/microsoft.containerregistry/registries/blxcontainerregistry/providers/Microsoft.Security/assessments/13e7d036-6903-821c-6018-962938929bf0,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
13e7d036-6903-821c-6018-962938929bf0,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev3/providers/microsoft.containerregistry/registries/packagefiles/providers/Microsoft.Advisor/recommendations/0b7989f1-89a9-65eb-8546-5de841329b5f,Medium,packagefiles,Microsoft.ContainerRegistry/registries,2021-12-08 00:27:44,0b7989f1-89a9-65eb-8546-5de841329b5f,13e7d036-6903-821c-6018-962938929bf0,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev3/providers/microsoft.containerregistry/registries/packagefiles,0,Container registries should use private link,Container registries should use private link,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-dev3/providers/microsoft.containerregistry/registries/packagefiles/providers/Microsoft.Security/assessments/13e7d036-6903-821c-6018-962938929bf0,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
13e7d036-6903-821c-6018-962938929bf0,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-lab/providers/microsoft.containerregistry/registries/lnncontainerregistry/providers/Microsoft.Advisor/recommendations/32883171-269c-a47f-58d9-da03df7d3fa6,Medium,lnncontainerregistry,Microsoft.ContainerRegistry/registries,2021-12-08 00:27:55,32883171-269c-a47f-58d9-da03df7d3fa6,13e7d036-6903-821c-6018-962938929bf0,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-lab/providers/microsoft.containerregistry/registries/lnncontainerregistry,0,Container registries should use private link,Container registries should use private link,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-lab/providers/microsoft.containerregistry/registries/lnncontainerregistry/providers/Microsoft.Security/assessments/13e7d036-6903-821c-6018-962938929bf0,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
13e7d036-6903-821c-6018-962938929bf0,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops/providers/microsoft.containerregistry/registries/pawcontainerregistry2/providers/Microsoft.Advisor/recommendations/6eb4504b-8b5f-e36d-925c-7e3bb2bd03bf,Medium,pawcontainerregistry2,Microsoft.ContainerRegistry/registries,2021-12-08 00:27:55,6eb4504b-8b5f-e36d-925c-7e3bb2bd03bf,13e7d036-6903-821c-6018-962938929bf0,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops/providers/microsoft.containerregistry/registries/pawcontainerregistry2,0,Container registries should use private link,Container registries should use private link,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops/providers/microsoft.containerregistry/registries/pawcontainerregistry2/providers/Microsoft.Security/assessments/13e7d036-6903-821c-6018-962938929bf0,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
1597605a-0faf-5860-eb74-462ae2e9fc21,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops2/providers/microsoft.eventhub/namespaces/rg-devops2/providers/Microsoft.Advisor/recommendations/ca3faea8-348a-266f-c57a-d3978c05a1d4,Low,rg-devops2,Microsoft.EventHub/namespaces,2021-12-08 00:27:55,ca3faea8-348a-266f-c57a-d3978c05a1d4,1597605a-0faf-5860-eb74-462ae2e9fc21,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops2/providers/microsoft.eventhub/namespaces/rg-devops2,0,Diagnostic logs in Event Hub should be enabled,Diagnostic logs in Event Hub should be enabled,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops2/providers/microsoft.eventhub/namespaces/rg-devops2/providers/Microsoft.Security/assessments/1597605a-0faf-5860-eb74-462ae2e9fc21,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
1597605a-0faf-5860-eb74-462ae2e9fc21,Security,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops2/providers/microsoft.eventhub/namespaces/logicappdemoehn/providers/Microsoft.Advisor/recommendations/a4e87701-0202-3892-5fff-f9054c1c9780,Low,logicappdemoehn,Microsoft.EventHub/namespaces,2021-12-08 00:27:55,a4e87701-0202-3892-5fff-f9054c1c9780,1597605a-0faf-5860-eb74-462ae2e9fc21,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops2/providers/microsoft.eventhub/namespaces/logicappdemoehn,0,Diagnostic logs in Event Hub should be enabled,Diagnostic logs in Event Hub should be enabled,/subscriptions/00000000-0000-2222-0000-000000000000/resourcegroups/rg-devops2/providers/microsoft.eventhub/namespaces/logicappdemoehn/providers/Microsoft.Security/assessments/1597605a-0faf-5860-eb74-462ae2e9fc21,00000000-0000-2222-0000-000000000000,Microsoft.Advisor/recommendations
